1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
35,private,103986,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k
44,private,203761,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
58,?,266792,some-college,10,married-civ-spouse,?,husband,white,male,99999,0,40,united-states,>50k
50,private,162327,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,50,united-states,<=50k
44,local-gov,100479,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,48,united-states,<=50k
36,local-gov,32587,some-college,10,married-civ-spouse,adm-clerical,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k
30,federal-gov,321990,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,7298,0,48,cuba,>50k
52,private,108914,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
48,local-gov,81154,assoc-voc,11,never-married,protective-serv,unmarried,white,male,0,0,48,united-states,<=50k
23,private,162945,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,2377,40,united-states,<=50k
37,private,225504,masters,14,never-married,sales,not-in-family,white,male,0,0,50,united-states,<=50k
44,private,176063,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,>50k
36,private,198587,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
31,self-emp-inc,467108,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,45,united-states,>50k
29,private,204984,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
53,private,217568,hs-grad,9,widowed,craft-repair,unmarried,black,female,0,0,40,united-states,<=50k
52,private,48343,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
55,private,193130,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,1887,40,united-states,>50k
31,private,253354,10th,6,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
55,private,191367,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
20,private,123901,hs-grad,9,never-married,craft-repair,own-child,white,female,0,0,40,united-states,<=50k
45,self-emp-inc,32356,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,51,united-states,<=50k
43,private,52498,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,>50k
63,private,219540,hs-grad,9,divorced,craft-repair,not-in-family,white,female,0,0,40,united-states,<=50k
36,private,114059,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,<=50k
56,private,247337,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k
43,state-gov,310969,prof-school,15,married-civ-spouse,prof-specialty,husband,black,male,0,0,40,united-states,<=50k
41,private,171546,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,45,united-states,>50k
41,private,217455,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
36,private,410489,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,45,united-states,<=50k
59,private,146391,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k
46,local-gov,165484,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,44,united-states,>50k
23,private,184271,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,36,united-states,<=50k
53,private,95469,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,1902,40,united-states,>50k
46,federal-gov,46537,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
32,private,328199,assoc-voc,11,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k
63,private,221072,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,49,?,<=50k
23,private,123983,assoc-voc,11,never-married,prof-specialty,own-child,asian-pac-islander,male,0,0,40,united-states,<=50k
23,private,167868,assoc-voc,11,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
56,private,177271,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k
58,federal-gov,129786,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
45,private,31339,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,45,united-states,>50k
25,private,236267,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
36,private,130620,bachelors,13,married-civ-spouse,prof-specialty,wife,asian-pac-islander,female,0,0,35,philippines,>50k
29,federal-gov,142712,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
48,state-gov,201177,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,united-states,>50k
55,private,289257,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
30,private,190912,11th,7,married-civ-spouse,handlers-cleaners,husband,asian-pac-islander,male,0,1651,40,vietnam,<=50k
45,private,140581,some-college,10,widowed,other-service,unmarried,black,female,0,0,40,united-states,<=50k
50,private,174102,hs-grad,9,divorced,craft-repair,own-child,white,male,0,0,40,puerto-rico,<=50k
22,private,316509,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50k
30,private,187279,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,44,united-states,<=50k
29,self-emp-not-inc,181466,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,35,united-states,<=50k
56,private,178202,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
63,private,188976,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
20,private,203027,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
38,state-gov,142022,hs-grad,9,married-civ-spouse,adm-clerical,wife,black,female,0,0,40,united-states,<=50k
31,private,119033,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21,private,216181,some-college,10,never-married,sales,own-child,white,male,0,0,35,united-states,<=50k
47,private,178341,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,46,united-states,>50k
25,local-gov,244408,bachelors,13,never-married,tech-support,unmarried,asian-pac-islander,female,0,0,40,vietnam,<=50k
31,private,198953,some-college,10,separated,adm-clerical,unmarried,black,female,0,0,38,united-states,<=50k
28,private,173110,hs-grad,9,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
30,local-gov,181091,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
39,self-emp-inc,135500,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,1977,40,united-states,>50k
27,private,133929,bachelors,13,never-married,prof-specialty,unmarried,white,female,0,0,36,?,<=50k
26,private,86483,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
47,private,167787,hs-grad,9,never-married,adm-clerical,other-relative,white,female,0,0,40,united-states,<=50k
27,self-emp-not-inc,208577,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,2258,50,united-states,<=50k
32,private,159187,assoc-voc,11,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
37,private,237995,assoc-voc,11,divorced,machine-op-inspct,not-in-family,black,male,0,0,48,united-states,<=50k
45,private,160724,hs-grad,9,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,vietnam,<=50k
37,self-emp-inc,183800,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,1887,40,united-states,>50k
23,private,214542,some-college,10,never-married,farming-fishing,own-child,white,male,0,0,40,united-states,<=50k
54,?,172991,hs-grad,9,married-civ-spouse,?,husband,white,male,0,0,40,united-states,<=50k
40,private,203761,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
38,private,161141,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,>50k
71,private,180117,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
51,private,317396,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
30,private,323069,bachelors,13,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50k
34,private,181091,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,7688,0,40,united-states,>50k
38,private,309122,10th,6,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
43,federal-gov,105936,assoc-voc,11,never-married,prof-specialty,not-in-family,white,female,13550,0,40,united-states,>50k
43,private,40024,11th,7,never-married,transport-moving,not-in-family,white,male,0,0,42,united-states,<=50k
36,federal-gov,192443,some-college,10,never-married,exec-managerial,not-in-family,black,male,13550,0,40,united-states,>50k
24,state-gov,184216,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
55,private,205422,10th,6,married-civ-spouse,other-service,wife,black,female,0,0,40,united-states,<=50k
43,local-gov,196308,hs-grad,9,divorced,exec-managerial,unmarried,amer-indian-eskimo,female,0,0,40,united-states,<=50k
28,private,389713,hs-grad,9,divorced,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50k
54,private,82566,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k
47,private,199058,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
38,private,188503,some-college,10,never-married,adm-clerical,unmarried,white,female,6497,0,35,united-states,<=50k
55,local-gov,107308,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
44,private,111891,some-college,10,separated,sales,other-relative,black,female,0,0,35,united-states,<=50k
44,local-gov,193425,masters,14,married-civ-spouse,prof-specialty,wife,white,female,4386,0,40,united-states,>50k
28,federal-gov,188278,bachelors,13,never-married,protective-serv,not-in-family,white,male,0,0,50,united-states,<=50k
30,local-gov,303485,some-college,10,never-married,transport-moving,unmarried,black,female,0,0,40,united-states,<=50k
39,local-gov,67187,hs-grad,9,never-married,exec-managerial,own-child,amer-indian-eskimo,female,0,0,40,united-states,<=50k
43,state-gov,114508,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k
24,private,204172,bachelors,13,never-married,sales,other-relative,white,female,0,0,40,united-states,<=50k
41,local-gov,89172,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,>50k
28,private,163320,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50k
27,private,246440,11th,7,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
20,private,117476,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
41,private,315834,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,1876,40,united-states,<=50k
28,local-gov,214881,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
36,private,195516,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
44,self-emp-not-inc,218653,bachelors,13,divorced,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
40,private,164647,some-college,10,divorced,prof-specialty,unmarried,black,female,0,0,38,united-states,<=50k
19,private,129151,hs-grad,9,never-married,craft-repair,not-in-family,white,female,0,0,40,united-states,<=50k
54,private,319697,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,<=50k
55,self-emp-not-inc,193374,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
57,private,167864,assoc-voc,11,widowed,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
51,private,102904,hs-grad,9,divorced,sales,unmarried,white,female,0,0,43,united-states,<=50k
44,private,216907,hs-grad,9,divorced,other-service,not-in-family,white,male,0,0,37,united-states,<=50k
35,local-gov,331395,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,0,0,42,united-states,<=50k
40,private,171424,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k
33,private,213002,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,1408,36,united-states,<=50k
32,private,27882,some-college,10,never-married,machine-op-inspct,other-relative,white,female,0,2205,40,holand-netherlands,<=50k
22,private,340543,hs-grad,9,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50k
39,private,70240,some-college,10,married-civ-spouse,sales,wife,asian-pac-islander,female,0,0,40,philippines,<=50k
18,self-emp-not-inc,87169,hs-grad,9,never-married,farming-fishing,own-child,asian-pac-islander,male,0,0,40,united-states,<=50k
43,private,253759,hs-grad,9,divorced,adm-clerical,unmarried,black,female,0,0,45,united-states,<=50k
46,private,194431,hs-grad,9,never-married,tech-support,other-relative,white,male,0,0,40,united-states,<=50k
63,private,137843,some-college,10,married-civ-spouse,sales,husband,white,male,7298,0,48,united-states,>50k
40,local-gov,26929,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
23,private,399022,hs-grad,9,never-married,other-service,own-child,white,male,0,0,35,united-states,<=50k
48,private,164423,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
43,private,124436,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50k
36,private,150601,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,?,<=50k
53,private,228500,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
36,state-gov,76767,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,39,united-states,<=50k
20,private,218178,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
34,private,150324,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
39,private,51264,11th,7,divorced,other-service,own-child,white,male,0,0,40,united-states,<=50k
57,private,197642,some-college,10,widowed,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
30,private,229895,10th,6,divorced,other-service,unmarried,white,female,0,0,40,united-states,<=50k
51,private,166934,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
38,private,305597,hs-grad,9,never-married,transport-moving,unmarried,white,male,0,0,40,united-states,<=50k
34,private,301591,hs-grad,9,never-married,exec-managerial,unmarried,white,female,0,0,35,united-states,<=50k
47,federal-gov,229646,hs-grad,9,married-spouse-absent,adm-clerical,not-in-family,black,female,0,0,40,puerto-rico,<=50k
28,self-emp-not-inc,51461,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
50,private,33304,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
43,private,174051,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,<=50k
32,private,170017,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
44,private,98466,10th,6,never-married,farming-fishing,unmarried,white,male,0,0,35,united-states,<=50k
53,self-emp-inc,137815,some-college,10,widowed,exec-managerial,not-in-family,white,male,0,0,40,united-states,>50k
21,private,43475,hs-grad,9,never-married,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50k
26,private,557236,hs-grad,9,never-married,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k
32,private,207668,bachelors,13,never-married,exec-managerial,other-relative,white,male,0,2444,50,united-states,>50k
33,private,171215,masters,14,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k
49,?,52590,hs-grad,9,never-married,?,not-in-family,black,male,0,0,40,united-states,<=50k
30,private,149507,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,42,united-states,<=50k
49,private,98092,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
18,private,123714,11th,7,never-married,handlers-cleaners,not-in-family,black,male,0,0,40,united-states,<=50k
30,state-gov,190385,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,37,united-states,<=50k
51,private,334273,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
52,private,343440,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
36,private,184655,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,<=50k
46,local-gov,33373,bachelors,13,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k
33,private,243674,hs-grad,9,separated,tech-support,not-in-family,white,male,0,0,46,united-states,<=50k
40,private,225432,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,<=50k
29,local-gov,195520,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
41,private,70092,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,38,united-states,<=50k
22,private,189888,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k
31,private,94235,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,46,united-states,<=50k
35,private,62333,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
38,private,260997,some-college,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50k
39,private,147258,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
27,self-emp-not-inc,207948,some-college,10,never-married,other-service,not-in-family,black,male,0,0,40,united-states,<=50k
50,private,180607,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
56,local-gov,104996,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
52,state-gov,142757,hs-grad,9,married-civ-spouse,protective-serv,husband,black,male,0,0,40,united-states,>50k
26,local-gov,220656,bachelors,13,never-married,prof-specialty,own-child,black,male,0,0,38,england,<=50k
43,private,96483,hs-grad,9,divorced,other-service,own-child,asian-pac-islander,female,0,0,40,south,<=50k
45,private,51744,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,42,united-states,<=50k
41,self-emp-inc,114967,assoc-voc,11,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,united-states,>50k
24,private,41838,some-college,10,married-civ-spouse,craft-repair,husband,white,male,2407,0,40,united-states,<=50k
54,private,183248,hs-grad,9,divorced,transport-moving,not-in-family,black,male,0,0,40,united-states,<=50k
23,private,102942,bachelors,13,never-married,prof-specialty,own-child,white,female,0,2258,40,united-states,>50k
38,private,89559,some-college,10,separated,prof-specialty,unmarried,white,female,0,0,40,germany,<=50k
41,self-emp-not-inc,32533,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,<=50k
22,?,255969,12th,8,never-married,?,not-in-family,white,male,0,0,48,united-states,<=50k
70,?,346053,hs-grad,9,married-civ-spouse,?,husband,white,male,0,0,40,united-states,<=50k
58,self-emp-not-inc,147653,10th,6,married-civ-spouse,craft-repair,wife,white,female,0,1977,35,?,>50k
61,private,171429,11th,7,divorced,other-service,unmarried,white,female,0,0,36,united-states,<=50k
35,local-gov,190964,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
19,private,109005,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k
52,private,404453,hs-grad,9,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k
38,self-emp-not-inc,280169,bachelors,13,married-civ-spouse,sales,husband,white,male,7298,0,50,united-states,>50k
39,self-emp-not-inc,163204,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
33,self-emp-not-inc,192256,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
52,private,181755,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
41,private,183105,hs-grad,9,separated,machine-op-inspct,unmarried,white,female,0,0,44,cuba,<=50k
38,local-gov,86643,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
27,private,180262,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
38,private,127865,masters,14,never-married,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
38,private,152237,bachelors,13,never-married,sales,not-in-family,white,male,0,0,45,?,>50k
40,federal-gov,199303,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
20,private,266467,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
58,federal-gov,244830,bachelors,13,separated,prof-specialty,not-in-family,white,male,4787,0,40,united-states,>50k
24,private,190457,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
43,private,180138,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,45,united-states,<=50k
38,private,166585,hs-grad,9,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k
42,private,29962,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
27,private,191129,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
37,private,116358,hs-grad,9,never-married,craft-repair,other-relative,amer-indian-eskimo,male,27828,0,48,united-states,>50k
50,self-emp-inc,302708,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,7688,0,50,japan,>50k
57,private,29375,hs-grad,9,separated,sales,not-in-family,amer-indian-eskimo,female,0,0,35,united-states,<=50k
41,private,140886,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
32,private,178615,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,2407,0,40,united-states,<=50k
33,private,295589,bachelors,13,never-married,prof-specialty,not-in-family,black,male,0,0,50,united-states,>50k
32,self-emp-inc,377836,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
31,private,56510,some-college,10,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,united-states,<=50k
32,self-emp-not-inc,337696,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k
40,private,183765,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
34,local-gov,22641,hs-grad,9,never-married,protective-serv,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,<=50k
35,private,204590,assoc-voc,11,married-civ-spouse,other-service,wife,black,female,0,0,40,united-states,>50k
29,private,114801,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
33,state-gov,220066,doctorate,16,married-civ-spouse,prof-specialty,wife,white,female,0,0,48,united-states,>50k
52,private,128378,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
20,private,157595,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
63,private,339755,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,?,>50k
58,private,94345,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
23,self-emp-not-inc,289116,hs-grad,9,divorced,other-service,unmarried,white,female,0,0,50,united-states,<=50k
59,private,176647,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
49,self-emp-not-inc,79627,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
17,?,161981,10th,6,never-married,?,own-child,white,male,0,0,40,united-states,<=50k
20,private,493443,11th,7,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
36,private,86459,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,1887,50,united-states,>50k
34,private,185408,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
63,private,101077,assoc-acdm,12,married-spouse-absent,adm-clerical,other-relative,white,female,0,0,35,united-states,<=50k
51,private,147200,hs-grad,9,never-married,adm-clerical,not-in-family,black,female,0,0,40,united-states,<=50k
40,state-gov,166327,some-college,10,divorced,adm-clerical,not-in-family,black,female,0,0,35,united-states,<=50k
35,private,126675,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,46,?,<=50k
29,private,46609,10th,6,never-married,craft-repair,not-in-family,black,male,0,0,40,?,<=50k
32,self-emp-not-inc,37232,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,7688,0,45,united-states,>50k
55,private,141877,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
50,private,177705,bachelors,13,divorced,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
42,private,124792,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,7688,0,45,united-states,>50k
53,private,189511,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
58,private,111625,bachelors,13,widowed,exec-managerial,unmarried,white,male,8614,0,40,united-states,>50k
31,private,147654,hs-grad,9,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k
32,self-emp-not-inc,443546,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
26,private,292692,12th,8,never-married,craft-repair,not-in-family,white,male,0,0,40,mexico,<=50k
34,private,430554,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
42,private,317078,hs-grad,9,divorced,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,<=50k
48,private,108557,bachelors,13,married-civ-spouse,tech-support,wife,white,female,99999,0,40,united-states,>50k
32,private,207400,hs-grad,9,never-married,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50k
35,private,187089,assoc-voc,11,married-civ-spouse,exec-managerial,wife,white,female,0,0,42,united-states,>50k
46,local-gov,398986,doctorate,16,married-civ-spouse,prof-specialty,wife,white,female,0,1902,52,united-states,>50k
38,private,238980,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
35,private,183800,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
61,?,226989,hs-grad,9,divorced,?,not-in-family,white,male,4865,0,40,united-states,<=50k
45,private,287190,assoc-acdm,12,divorced,adm-clerical,unmarried,black,male,0,0,35,united-states,<=50k
31,private,111363,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k
20,private,183594,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,50,united-states,<=50k
20,?,117618,some-college,10,never-married,?,own-child,white,male,0,0,40,united-states,<=50k
24,private,172496,masters,14,never-married,tech-support,not-in-family,white,male,0,0,50,united-states,<=50k
29,private,389713,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
23,private,174413,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
34,state-gov,189843,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
54,private,198546,masters,14,widowed,adm-clerical,unmarried,white,female,0,0,38,united-states,<=50k
55,private,208451,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
42,?,234277,hs-grad,9,married-spouse-absent,?,not-in-family,white,male,0,0,35,united-states,<=50k
60,private,163729,hs-grad,9,divorced,tech-support,unmarried,white,female,2597,0,40,united-states,<=50k
37,private,434097,assoc-acdm,12,divorced,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50k
47,private,192053,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,1590,40,united-states,<=50k
20,state-gov,178628,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k
53,private,96827,bachelors,13,never-married,other-service,not-in-family,white,male,0,0,40,canada,<=50k
34,private,154667,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50k
